sourceTaxonName	sourceTaxonNameCommon	interactionTypeId	interactionTypeName	targetTaxonName	referenceCitation	referenceUrl
Scolytus intricatus	European oak bark beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumetopoea processionea	Oak processionary moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tortrix viridana	Green oak tortrix	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Trypodendron domesticum	European hardwood ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oats	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera latipons	Mediterranean cereal cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oats	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Laodelphax striatellus	Small brown planthopper	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oats	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytomyza gymnostoma 	Onion leafminer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Onion	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Onion	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Onion	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Aspidiotus rigidus	False coconut scale	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Bursaphelenchus cocophilus	Red ring nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma palmae' 16Sr-IV 	Palm lethal yellowing	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cocadviroid Coconut cadang-cadang viroid	Coconut cadang-cadang (CCCVd)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Darna pallivitta 	Nettle caterpillar	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Haplaxius crudus	American palm cixiid	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Oryctes rhinoceros 	Coconut rhinoceros beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Paysandisia archon	South American palm borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Raoiella indica 	Red palm mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhabdoscelus obscurus 	New Guinea sugarcane weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhynchophorus ferrugineus	Red palm weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhynchophorus palmarum 	South American palm weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm (coconut palm, oil palm, etc.)	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Bactrocera zonata	Peach fruit fly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Papaya	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma australiense' 16SrXII-B	Australian grapevine yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Papaya	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eutetranychus orientalis	Citrus brown mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Papaya	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pea, fresh	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Mamestra brassicae	Cabbage moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pea, fresh	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pea, fresh	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Adoxophyes orana	Summer fruit tortrix moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Bactrocera zonata	Peach fruit fly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma phoenicium' 16SrIX-B	Almond witches' broom	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma prunorum' 16SrX-F	European stone fruit yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Conogethes punctiferalis	Castor capsule borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilia polystroma 	Asiatic brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilinia fructigena 	Brown rot, Apple brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Potyvirus Plum pox virus	Plum pox (PPV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Trichoferus campestris	Velvet longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peach, Nectarine	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tospovirus Groundnut bud necrosis virus	Groundnut bud necrosis (GBNV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Peanut	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Adoxophyes orana	Summer fruit tortrix moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pear	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pear	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Erwinia pyrifolia	Asian pear blight	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pear	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Leucoptera malifoliella 	Pear leaf blister moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pear	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilia polystroma 	Asiatic brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pear	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilinia fructigena 	Brown rot, Apple brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pear	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neoleucinodes elegantalis	Tomato fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pepper	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
