sourceTaxonName	sourceTaxonNameCommon	interactionTypeId	interactionTypeName	targetTaxonName	referenceCitation	referenceUrl
Pieris brassicae 	Large white butterfly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cauliflower	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cauliflower	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cauliflower	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Chickpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera cajani	Pigeonpea cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Chickpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera ciceri	Chickpea cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Chickpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Meloidogyne artiellia	British root-knot nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Chickpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Chickpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Adoxophyes orana	Summer fruit tortrix moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Argyresthia pruniella 	Cherry blossom moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Enarmonia formosana	Cherry bark tortrix	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Grapholita funebrana	Plum fruit moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Leucoptera malifoliella 	Pear leaf blister moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilia polystroma 	Asiatic brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monilinia fructigena 	Brown rot, Apple brown rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhagoletis cerasi	European cherry fruit fly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Trichoferus campestris	Velvet longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cherry*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anoplophora chinensis	Citrus longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Brevipalpus chilensis	Chilean flat mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ceroplastes japonicus	Japanese wax scale    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chlorophorus annularis	Bamboo borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cryptoblabes gnidiella	Christmas berry webworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eutetranychus orientalis	Citrus brown mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Gymnandrosoma aurantianum	Citrus fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Unaspis yanonensis	Arrowhead scale	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Citrus	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Clover	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Clover	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Nysius huttoni	Wheat bug	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Clover	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Clover	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Clover	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Darna pallivitta 	Nettle caterpillar	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Coffee	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Hemileia vastatrix	Coffee leaf rust	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Coffee	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Coffee	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Coffee	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chilo partellus 	Maize and jowar borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chlorophorus annularis	Bamboo borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Harpophora maydis	Late wilt of corn	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heteronychus arator	Black maize beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Laodelphax striatellus	Small brown planthopper	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Peronosclerospora maydis	Java downy mildew	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Peronosclerospora philippinensis	Philippine downy mildew	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Punctodera chalcoensis	Mexican corn cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Sclerophthora rayssiae var. zeae	Brown stripe downy mildew	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Corn	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Anthonomus grandis 	Boll weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chlorophorus annularis	Bamboo borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Conogethes punctiferalis	Castor capsule borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eutetranychus orientalis	Citrus brown mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Oxycarenus hyalinipennis	Cotton seed bug	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Pectinophora gossypiella	Pink bollworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cotton	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Alectra vogelii	Yellow witchweed	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cowpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cowpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera cajani	Pigeonpea cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cowpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cowpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cowpea	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tobamovirus Cucumber green mottle mosaic virus	Cucumber green mottle mosaic (CGMMV)	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Cucumber	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eutetranychus orientalis	Citrus brown mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neoleucinodes elegantalis	Tomato fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Eggplant	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eutetranychus orientalis	Citrus brown mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fig	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Fig	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytomyza gymnostoma 	Onion leafminer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Garlic	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Brevipalpus chilensis	Chilean flat mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma australiense' 16SrXII-B	Australian grapevine yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma solani' 16SrXII-A	Bois noir; Stolbur	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
 'Candidatus Phytoplasma vitis' 16SrV-C	Flavescence dorée 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chlorophorus annularis	Bamboo borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cryptoblabes gnidiella	Christmas berry webworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Epiphyas postvittana	Light brown apple moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eupoecilia ambiguella	European grape berry moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heteronychus arator	Black maize beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lobesia botrana	European grapevine moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lycorma delicatula	Spotted lanternfly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Pseudopezicula tracheiphila	Rotbrenner	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Grape	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Kale	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytomyza gymnostoma 	Onion leafminer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Leek	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Lettuce	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Lettuce	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth    	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Macadamia	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Bactrocera zonata	Peach fruit fly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Mango	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ceratocystis manginecans	Mango sudden decline	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Mango	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neofusicoccum mangiferae	Mango fruit rot	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Mango	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Paratachardina pseudolobata	Lobate lac scale	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Mango	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Mustard	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Agrilus auroguttatus	Goldspotted oak borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Agrilus biguttatus	Oak splendour beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Archips xylosteanus	Variegated golden tortrix	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria dispar asiatica	Asian gypsy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria mathura	Rosy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Massicus raddei	Mountain oak longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Phytophthora quercina	Oak decline	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Platypus quercivorus	Oak ambrosia beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Raffaelea quercivora	Japanese oak wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak*	Priority Pest List 2018 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
